# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1565856	math	2	1110	0	5	5.3	74100	12508	recent@bitcoin|top@bitcoin|recent@math	HOT,SIGNAL,SELF_POST_OPP	Computing 256-bit ECC DLs in 26 days with a quantum computer with 20,000 qubits
1565819	bitcoin_beginners	1	708	0	2	6.4	375108	327	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	On-chain zaps. (And isn't Lightning for that?)
1565714	tech	1	413	0	1	9.5	161788	10382	recent@tech|top@tech	SIGNAL	Muse – Meta’s personal AI agent
1565697	AI	1	349	0	3	10.0	1208996	497	recent@AI|top@AI|recent@news	SIGNAL	🌎 UNITED STATES VS. EUROPE: Two Paths to the FUTURE OF AI
1565940	AskSN	2	302	0	0	1.9	509957	4812	recent@AskSN|top@AskSN	FRESH,SIGNAL	2026-27 UCL Pool: Week 1 Match Day 2
1565658	AskSN	2	239	0	0	11.4	1532836	423	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	default Mostro node update.
1565759	Photography	3	239	0	2	8.2	984933	2371	recent@history|top@history	SIGNAL	Girl by a water mill on a hazy morning, Belgium, 1905.
1565639	bitcoin	1	233	0	1	11.6	1532836	423	recent@bitcoin_Mining|top@bitcoin_Mining|recent@bitcoinplusplus	SIGNAL	Rigly's block party, Saturday, September 12th
1565852	AskSN	2	215	0	1	5.5	1532836	423	recent@bitcoin|top@bitcoin|recent@bitcoinplusplus	SIGNAL	Upon seeing the communication between Blockstream and the Hackers
1565801	AI	1	198	0	0	7.3	837285	1678	recent@AI|top@AI	SIGNAL	The AI Race Itself May Be the Safety Problem
1565968	bitcoin_beginners	1	146	0	1	0.9	1240185	66	recent@bitcoin_beginners|top@bitcoin_beginners	FRESH,SIGNAL	Bitcoin Security: A Beginner's Guide to Self-Custody
1565975	Stacker_Stocks	2	135	0	0	0.5	280679	23164	recent@Stacker_Stocks|top@Stacker_Stocks	FRESH,SIGNAL	Block Applies to Establish Builders Bank, a National Trust Bank
1565830	Geyser_community	3	132	0	1	6.3	238412	251	recent@nostr|top@nostr|recent@Education	SIGNAL	A ray of hope
1565881	bitcoin	1	125	0	0	3.7	263526	673	recent@lightning|top@lightning	SIGNAL	Post-quantum rescue protocols for Bitcoin
1565902	news	2	125	0	1	2.9	297791	7699	recent@devs|top@devs|recent@news	SIGNAL	CERN Renounces RHEL in Favor of Debian 4 its Accelerator Controls Infrastructure
1565359	bitcoin	1	6310	0	11	17.4	30782	25672	recent@bitcoin|top@bitcoin|recent@BooksAndArticles	HOT	Review - "What You Need To Know About Bitcoins" (First Bitcoin Book?)
1564812	meta	1	3801	0	10	32.2	191840	7825	recent@meta	HOT	@nitter is back again
1565349	AskSN	2	3734	0	28	17.5	1242375	234	recent@bitcoin|top@bitcoin|recent@AskSN	HOT	Would you accept a payment with an input from a stolen utxo?
1565565	AI	1	3680	0	13	13.7	12309	3660	recent@AI|top@AI|recent@math	HOT	You should care about the AI math breakthrough drama even if you're not a nerd
1565350	bitcoin	1	3442	0	3	17.5	724606	12627	recent@bitcoin|top@bitcoin|recent@econ	HOT	Bitcoin Reframed: Freedom is the Overlooked Promise (WSJ PaidProgram, Gladstein)
1565535	AI	1	2477	0	8	14.7	4078	5460	recent@AI|top@AI|recent@math	HOT	On the Navier–Stokes Millennium Prize Problem
1565270	bitcoin	1	2476	0	2	19.0	19732	168	recent@bitcoin|top@bitcoin	HOT	NEW TUTORIAL: Frostsnap - An easier way to do multisig
1565587	BooksAndArticles	2	2338	0	9	13.3	1	27322	recent@BooksAndArticles|top@BooksAndArticles	HOT,SELF_POST_OPP	[REVIEW] Blindsight by Peter Watts o-[]-[]-[]-----
1565276	AI	1	2324	0	3	18.8	724606	12627	recent@AI|top@AI|recent@econ	HOT	AI Raises the Value of What It Can’t Replicate (TDE, Kimberlee Josephson)
1564909	lol	2	2198	0	14	29.0	74100	12508	recent@Stacker_Stocks|recent@lol	HOT,SELF_POST_OPP	Who knew that there is something weird going on with Metaplanet?
1565021	Politics_And_Law	3	2133	0	2	24.1	724606	12627	recent@econ	HOT	Sweden's Fight Against the Deadly Gangs (FT, Richard Milne)
1565577	bitcoin	1	2074	0	18	13.5	74100	12508	recent@bitcoin|top@bitcoin	HOT	LIQUID NETWORK UPDATE: INCIDENT REPORT
1565500	Stacker_Stocks	2	1988	0	5	15.5	1202928	242	recent@Stacker_Stocks|top@Stacker_Stocks	HOT,SELF_POST_OPP	New Sports Markets on Predyx with a Central Limit Order Book
1565382	AI	1	1941	0	0	17.2	328486	5000	recent@AI|top@AI	HOT	Update on using GrokBot - Success with Telegram
1564665	relationships	3	1748	0	19	35.8	375005	2184	recent@ideasfromtheedge	HOT,SELF_POST_OPP	Photos don't seem that important until they become the only thing you have left.
1565564	bitcoin	1	1626	0	1	13.7	74100	12508	recent@bitcoin|top@bitcoin	HOT	babiloniav2 - AdamISZ
1565313	BooksAndArticles	2	1558	0	2	18.2	724606	12627	recent@econ|top@econ|recent@BooksAndArticles	HOT	The Return of Monetarism: Warsh a Closet Monetarist? (PS Long Read, Tim Congdon)
1565132	bitcoin	1	1503	0	0	21.4	24585	372	recent@bitcoin|top@bitcoin|recent@lightning	HOT	BTCPay Server 2.4.4: Security Update | BTCPay Server Blog
1565605	lol	2	1349	0	4	12.6	879734	9368	recent@AI|top@AI|recent@lol	HOT	Capture your niche, LLMs
1565360	news	2	1259	0	4	17.4	51481	4208	recent@news|top@news	HOT	Iran-backed Houthis attack four Saudi cities in expansion of Middle East war
1565060	science	2	1129	0	0	22.7	104755	12990	recent@science|top@science	HOT	Setting exam papers
1564937	bitcoin	1	1030	0	2	27.7	296825	5297	recent@bitcoin|recent@bitcoin_beginners|recent@bitdevs	HOT	Announcing Libbitcoin: Bitcoin full node and query server
1565439	lightning	1	969	0	2	16.5	440729	253	recent@lightning|top@lightning		Biggest Channel Opened Today (2.0 BTC) + New Node Spotlight (033daaa35184535cc…)
1565181	lightning	1	855	0	2	20.4	440729	253	recent@lightning|top@lightning		Biggest Channel Opened Today (2.1 BTC) + New Node Spotlight (03ad348eaba5fa07c…)
1565019	AskSN	2	848	0	2	24.2	509957	4812	recent@AskSN		UCL 2026-27 Pool: Week1 Match Day 1
1564951	bitcoin_Mining	1	800	0	0	27.2	185956	177	recent@bitcoin_Mining		[Update] Bassin 2.1.4 on Umbrel - Self-Hosted Solo Bitcoin Mining Pool (ckPool)
1565344	Stacker_Stocks	2	771	0	1	17.6	1532699	348	recent@Stacker_Stocks|top@Stacker_Stocks		The Tiny Stock Behind the “$5 Billion Gold Secret of Tinton”
1565192	Stacker_Stocks	2	709	0	3	20.1	402772	22313	recent@Stacker_Stocks|top@Stacker_Stocks		Strive acquires an additional 1,375 BTC, bringing total holdings to ₿24,531.
1564656	bitcoinplusplus	1	663	0	1	36.0	462245	303	recent@bitcoinplusplus		Liquid Hacked — Last Week in Bitcoin (Aug 31 - Sep 06)
1565303	tech	1	647	0	0	18.3	280679	23164	recent@tech|top@tech|recent@charts_and_maps		EV batteries last longer than drivers feared
1565151	history	2	619	0	1	21.1	280679	23164	recent@econ|top@econ|recent@history		The Swinging Sixties, Chicago School Style
1565298	Stacker_Stocks	2	613	0	1	18.5	934429	337	top@Stacker_Stocks		US stock market defies history and surges nearly 100% during the election cycle.
1564818	Stacker_Stocks	2	598	0	17	31.9	9274	27209	recent@Stacker_Stocks	SELF_POST_OPP	Blok Whatcha Buying: Week #54
1565594	AskSN	2	560	0	6	13.0	1545780	138	recent@AskSN|top@AskSN	SELF_POST_OPP	This Is Exactly What I Meant About Kinder Toys in Türkiye
1565172	AskSN	2	551	0	13	20.7	1054143	1219	recent@bitcoin|top@bitcoin|recent@AskSN	SELF_POST_OPP	What Would You Do If Bitcoin Become Your Everyday Money?
1565369	AskSN	2	546	0	7	17.3	1433185	316	recent@AskSN|top@AskSN	SELF_POST_OPP	Do you think hackers should return all BTC mined through the L-vulnerability?
1565184	Stacker_Stocks	2	525	0	3	20.2	402772	22313	recent@Stacker_Stocks|top@Stacker_Stocks		Strategy don't buy Bitcoin this week instead repurchases $176 Million of STRC
1565067	bitcoin	1	515	0	2	22.6	263526	673	recent@lightning|top@lightning		The current uncomfortable state of Bitcoin security
1565167	Stacker_Stocks	2	479	0	1	20.7	401865	8458	recent@Stacker_Stocks|top@Stacker_Stocks		Visa Expands Data Offerings as Demand for Stablecoin Cards Surges
1565589	AI	1	473	0	0	13.3	12309	3660	recent@AI|top@AI		How a tiny Anthropic team became a surprisingly productive hit factory
1565518	lightning	1	447	0	6	15.2	593339	20	recent@lightning|top@lightning		Phoenix wallet channel closed
1564898	history	2	434	0	2	29.3	915660	881	recent@history		the soviets were too ahead to be branded as safe....
1564750	Photography	3	427	0	5	34.0	984933	2371	recent@history	SELF_POST_OPP	Girls on a New York City subway, 1970s
1564875	AskSN	2	404	0	20	30.5	1532836	423	recent@bitcoin|recent@Education|recent@AskSN	SELF_POST_OPP	668K in Reward
1565057	lightning	1	383	0	8	22.8	263526	673	recent@lightning|top@lightning		Should I DCA with lightning?
1565280	Politics_And_Law	3	336	0	3	18.8	88718	47393	recent@econ|top@econ|recent@history		The Hanse Was More Radical than You Think
1565233	Politics_And_Law	3	303	0	6	19.7	280679	23164	recent@econ|top@econ	SELF_POST_OPP	The Right’s Long March Toward Illiberalism
1565013	AI	1	292	0	1	24.5	280679	23164	recent@tech|recent@AI|recent@Stacker_Stocks		Arm pushes agentic AI and desktop-quality graphics in next-gen phone platform
1564816	AskSN	2	275	0	0	32.0	984933	2371	recent@AskSN		AskSN Weekly Q&A Awards Issue #6
1564734	AskSN	2	255	0	3	34.4	1532836	423	recent@bitcoin_beginners|recent@bitcoinplusplus		I begin the story between Blockstream and Hackers, and then the negotiation
1565341	charts_and_maps	2	255	0	0	17.7	280679	23164	recent@econ|top@econ|recent@charts_and_maps		Ranked: Countries With the Highest Debt-to-GDP Ratios
1565403	Design	2	255	0	0	17.0	383547	3647	recent@Design|top@Design		Today's Best Website Design :: Seasats by Raw Materials
1565334	meta	1	251	0	3	17.8	934367	1012	recent@meta|top@meta		equal rights for bots
1565580	AI	1	234	0	0	13.5	12309	3660	recent@AI|top@AI|recent@science		AlphaGenome Atlas: Molecular predictions for 9 Billion human DNA variants
1565026	Stacker_Stocks	2	221	0	12	24.0	9274	27209	recent@Stacker_Stocks|top@Stacker_Stocks	SELF_POST_OPP	Daily Stock Discussion ~Stacker_Stocks
1565016	bitcoin	1	220	0	1	24.3	272410	1356	recent@ideasfromtheedge|recent@BooksAndArticles		A conversation with a nocoiner about voluntary servitude
1565562	news	2	213	0	2	14.0	9274	27209	recent@Construction_and_Engineering|top@Construction_and_Engineering|recent@news		TikTok is Changing Construction’s Image with Gen Z
1565128	Stacker_Stocks	2	208	0	1	21.4	280679	23164	recent@Stacker_Stocks|top@Stacker_Stocks		Financing the next hundred stablecoin-linked card programs
1565038	meta	1	199	0	1	23.6	36151	1624	recent@meta|top@meta		This Day on SN: September 8
1565305	bitcoin_beginners	1	178	0	2	18.3	375687	3194	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning		Soon you'll be able to migrate your reputation from Lnp2pbot to MostroP2P.
1565599	lol	2	176	0	1	12.8	280679	23164	recent@AI|top@AI|recent@lol		Meta Releases Muse, a Personal AI Agent With Privacy ‘Built Into It’
1565487	Design	2	174	0	0	15.7	383547	3647	recent@Design|top@Design		Daily Designer Quote #0014
1565272	Politics_And_Law	3	163	0	0	19.0	280679	23164	recent@econ|top@econ		🇨🇦 retaliatory tariffs worth $27.6B take effect as trade rift with U.S deepens
1565249	charts_and_maps	2	163	0	0	19.2	458256	4922	recent@charts_and_maps|top@charts_and_maps		Full list of countries whose citizens cannot apply for 2026 DV programme
1565088	AskSN	2	159	0	3	22.1	984933	2371	recent@AskSN|top@AskSN		Daily Discussion Thread ~AskSN
1565029	charts_and_maps	2	142	0	3	23.9	280679	23164	recent@econ|top@econ|recent@charts_and_maps		How U.S. Trade Union Membership Compares
1565043	AI	1	136	0	1	23.3	1490792	467	recent@AI|top@AI|recent@news		Trump backs OpenAI in NY Times copyright case over training of chatbots
1565371	bitcoin	1	121	0	4	17.3	272410	1356	recent@lightning|top@lightning		Create your own digital card with your Lightning address, links, and bio
1565234	news	2	121	0	2	19.7	272410	1356	recent@news|top@news		216,000,000 Spy TVs | The LG Smart TV Problem
1564984	bitcoin	1	118	0	3	25.7	296825	5297	recent@bitcoin_beginners|recent@lightning		What really stops people from spamming the network?
1565257	openagents	1	101	0	1	19.1	534967	240	recent@openagents|top@openagents		Episode 280: CoderOS
1565933	news	2	98	0	1	2.1	297791	7699	recent@news|top@news		Iran turns to crypto to get around sanctions
1565471	Politics_And_Law	3	98	0	0	16.0	837285	1678	recent@history|top@history		King Couldn’t Wait. Sixty Years Later, We Can See the Cost.
1565020	charts_and_maps	2	78	0	0	24.2	280679	23164	recent@charts_and_maps		Ranked: Countries With the Toughest Driving Tests
1565592	gaming	3	77	0	1	13.0	280679	23164	recent@lol|top@lol		The White House made a "Tetris" clone. The Tetris Company was not amused.
1565866	AskSN	2	69	0	0	4.6	296825	5297	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning		Would you recommend, ignoring the quantum panic narrative?
1565872	openagents	1	64	0	2	4.0	534967	240	recent@openagents|top@openagents		Episode 281: Coder Mobile
1564948	bitcoin	1	61	0	1	27.5	296825	5297	recent@bitcoin_beginners|recent@bitcoinplusplus|recent@lightning		Not your federation, not your coins
1565554	Design	2	61	0	0	14.2	383547	3647	recent@Design|top@Design		RecipeTables
1565064	lol	2	57	0	1	22.6	280679	23164	recent@AI|top@AI|recent@lol		The Pentagon Asked OpenAI for Artificial Intelligence Designed to Rarely Say No
